id	name	north	south	east	west	high	low
15741	Kuliouou, Honolulu, Hawaii, USA	21.3225	21.2812	-157.717	-157.728	NULL	NULL
15742	Upper Ghormley Meadows on White Pass Highway, Yakima Co., Washington, USA	46.6697	46.6562	-121.061	-121.081	NULL	NULL
15743	Wilmington, Delaware, USA	39.773	39.6868	-75.4705	-75.5885	NULL	NULL
15744	Dodge Park, Sterling Heights, Michigan, USA	42.5955	42.5909	-83.0095	-83.0135	NULL	NULL
15745	Penas blancas, Alajuela, Costa Rica	10.3671	10.3644	-84.5935	-84.5962	NULL	NULL
15746	Windy Point Campground, Gifford Pinchot National Forest, Yakima Co., Washington, USA	46.6939	46.6925	-120.904	-120.909	NULL	NULL
15747	Tennant, Shasta-Trinity National Forest, California, USA	41.68	41.5095	-121.713	-122.024	NULL	NULL
15748	El Verde Station, Puerto Rico, USA	18.3225	18.3198	-65.8186	-65.8213	NULL	NULL
15749	Fowler's Loop Campground, Shasta-Trinity National Forest, California, USA	41.2556	41.2313	-122.022	-122.036	NULL	NULL
15750	Matthaei Botanical Gardens, Ann Arbor, Michigan, USA	42.3033	42.2984	-83.6618	-83.6648	NULL	NULL
15751	near Mount Shasta, Siskiyou Co., California, USA	40.9044	40.9017	-123.155	-123.158	NULL	NULL
15752	Cascade, Idaho, USA	44.5351	44.4843	-116.003	-116.07	NULL	NULL
15753	Blytheville, Arkansas, USA	35.9808	35.875	-89.845	-89.9892	NULL	NULL
15754	New Observatory Woods State Natural Area, Wisconsin, USA	43.0814	43.079	-89.6717	-89.6755	NULL	NULL
15755	Escambia Co., Florida, USA	30.999	30.2295	-86.9166	-87.6349	NULL	NULL
15756	Cold Mountain Trail, George Washington National Forest, Virginia, USA	37.7795	37.7579	-79.1827	-79.1995	NULL	NULL
15757	Nob Hill Circle, Charlottesville, Virginia, USA	38.0209	38.0191	-78.5244	-78.527	NULL	NULL
15758	Rimrock Lake, Gifford Pinchot National Forest, Yakima Co., Washington, USA	46.6631	46.6161	-121.11	-121.262	NULL	NULL
15759	Alexander City, Alabama, USA	32.9963	32.8457	-85.8697	-86.0075	NULL	NULL
15761	Temple, Texas, USA	31.1774	31.0305	-97.2967	-97.4771	NULL	NULL
15762	Kingston Twp., Luzerne Co., Pennsylvania, USA	41.3648	41.288	-75.8577	-75.9562	NULL	NULL
15763	Chickagami Park, Parkman, Ohio, USA	41.3839	41.3812	-81.0714	-81.0741	NULL	NULL
15764	Shafer Park, Westerville, Ohio, USA	40.0942	40.0904	-82.875	-82.8854	NULL	NULL
15765	Spring Branch, Texas, USA	30.0142	29.7901	-98.2866	-98.5478	NULL	NULL
15766	Castle Hills, Texas, USA	29.5414	29.5028	-98.505	-98.5372	NULL	NULL
15767	Canyon Lake, Texas, USA	29.9436	29.8278	-98.1779	-98.3521	NULL	NULL
15768	Cole Co., Missouri, USA	38.7391	38.3227	-92.0035	-92.4952	NULL	NULL
15769	Algeria	37.2216	18.9681	12	-8.66761	NULL	NULL
15770	Romance Woods, Wisconsin, USA	43.5668	43.5649	-91.1224	-91.129	NULL	NULL
15771	Vidalia, Louisiana, USA	31.5803	31.5493	-91.4156	-91.4676	NULL	NULL
15772	Hillman Marsh Conservation Area, Leamington, Ontario, Canada	42.043	42.026	-82.4804	-82.5151	NULL	NULL
15773	Charlottesville, Albemarle Co., Virginia, USA	38.0706	38.0096	-78.4463	-78.5236	NULL	NULL
15774	Mosquito Lake Recreation Site, Mount Currie and Pemberton, British Columbia, Canada	50.3398	50.3318	-122.742	-122.752	NULL	NULL
15776	Ruckersville Rd., Elbert Co., Georgia, USA	34.2357	34.1269	-82.7552	-82.8593	NULL	NULL
15777	Deer Path Park, Hunterdon Co., New Jersey, USA	40.5567	40.5523	-74.8327	-74.8469	NULL	NULL
15778	New Braunfels, Texas, USA	29.7756	29.6305	-98.0275	-98.2454	NULL	NULL
15779	Stafford, New York, USA	42.9916	42.9775	-78.0628	-78.0854	NULL	NULL
15780	Waipoua Kauri Forest, New Zealand	-35.5934	-35.665	173.576	173.424	NULL	NULL
15781	Palestine, Texas, USA	31.8087	31.708	-95.5891	-95.7145	NULL	NULL
15782	Woodstock, Georgia, USA	34.1426	34.0741	-84.4505	-84.5668	NULL	NULL
15783	Mansfield, Ohio, USA	40.8434	40.689	-82.4572	-82.5901	NULL	NULL
15784	Swatara State Park, Pine Grove, Pennsylvania, USA	40.4946	40.4919	-76.5334	-76.5361	NULL	NULL
15785	Uintah Co., Utah, USA	40.4751	40.4334	-109.5	-109.571	NULL	NULL
15786	El Verde Rainforest Research Area, Puerto Rico, USA	18.3264	18.3151	-65.8048	-65.8193	NULL	NULL
15787	Bellwether Farm, Wakeman, Ohio, USA	41.2683	41.2613	-82.3972	-82.4078	NULL	NULL
15788	Sage Hen Creek Campground, Idaho, USA	44.3369	44.3332	-116.176	-116.18	NULL	NULL
15789	237 Howard Street Northeast, Atlanta, Georgia, USA	33.7591	33.7567	-84.3216	-84.324	NULL	NULL
15790	Highbanks Metro Park, Delaware and Franklin Cos., Ohio, USA	40.1569	40.1272	-83.0164	-83.0452	NULL	NULL
15791	Green Lake Savanna, Cook Co., Illinois, USA	41.611	41.6053	-87.5502	-87.5583	NULL	NULL
15792	Terra Ceia State Park, Manatee Co., Florida, USA	27.6013	27.5813	-82.552	-82.5774	NULL	NULL
15793	Manatee Co., Florida, USA	27.646	27.208	-82.0387	-82.7475	NULL	NULL
15794	Upper Little Wolf State Natural Area, Wisconsin, USA	44.6814	44.6787	-89.2555	-89.2582	NULL	NULL
15795	Rocky Neck State Park, Lyme, Connecticut, USA	41.319	41.2977	-72.2231	-72.2531	NULL	NULL
15796	Hollins, Roanoke, Virginia, USA	38.3873	37.775	-79.3992	-79.7758	NULL	NULL
15797	Alexandria, Louisiana, USA	31.3598	31.2318	-92.3985	-92.5662	NULL	NULL
15798	Newport, New York, USA	43.1933	43.1784	-75.0076	-75.0239	268	202
15799	El Dorado National Forest, Amador Co., California, USA	38.6408	38.4762	-120.104	-120.426	NULL	NULL
15800	Jackson, California, USA	38.3722	38.3303	-120.749	-120.798	NULL	NULL
15801	Kosse, Texas, USA	31.3535	31.2324	-96.4973	-96.6787	NULL	NULL
15802	Hillsborough Co., Florida, USA	28.1718	27.6455	-82.3064	-82.6469	NULL	NULL
15803	Apache National Forest, Greenlee Co., Arizona, USA	33.5847	33.582	-109.083	-109.085	NULL	NULL
15804	Forest Road 48, Barlow Ranger District, Mount Hood National Forest, Wasco Co., Oregon, USA	45.3076	45.1816	-121.36	-121.67	NULL	NULL
15805	Forest Road 1425, Camp Sherman, Deschutes National Forest, Jefferson Co., Oregon, USA	44.4841	44.4819	-121.654	-121.688	NULL	NULL
15806	Maxwell Butte, Linn Co., Oregon, USA	44.4691	44.4582	-121.894	-121.916	NULL	NULL
15807	Morton, Illinois, USA	40.6622	40.5561	-89.4217	-89.5167	NULL	NULL
15808	Osor, Croatia	44.7166	44.6712	14.4695	14.3485	NULL	NULL
15809	Parque El Huarache, Xalapa, Mexico	19.5313	19.5286	-96.8871	-96.8898	NULL	NULL
15810	Zolfo Springs, Florida, USA	27.5058	27.4713	-81.7518	-81.8107	NULL	NULL
15811	Blacklick Woods Metro Park, Reynoldsburg, Ohio, USA	39.9375	39.9349	-82.8086	-82.8113	NULL	NULL
15812	Wilson River Picnic Area	-30.2056	-32.2056	153.488	151.488	NULL	NULL
15813	Browns Mountain, Deschutes Co., Oregon, USA	43.7667	43.7264	-121.783	-121.829	NULL	NULL
15814	Bonham, Texas, USA	33.6215	33.5665	-96.1381	-96.234	NULL	NULL
15815	West Philadelphia, Philadelphia, Pennsylvania, USA	40.0095	39.9426	-75.1965	-75.2723	NULL	NULL
15816	Yale University, New Haven, Connecticut, USA	41.3177	41.315	-72.921	-72.9237	NULL	NULL
15817	Eskilstuna, Södermanland, Sweden	59.4087	59.3271	16.5886	16.4245	NULL	NULL
15818	West 82nd St., Nw York Co., New York, New York, USA	40.7869	40.7827	-73.9712	-73.9812	NULL	NULL
15819	Stegosaurus Butte, King Col, Washington, USA	47.5425	47.5398	-121.528	-121.531	640	NULL
15820	Idyllwild, California, USA	33.7542	33.7361	-116.715	-116.735	NULL	NULL
15821	Gordon Bubolz Nature Preserve, Appleton, Wisconsin, USA	44.3273	44.3103	-88.4483	-88.4662	NULL	NULL
15822	1308 Quail Run Drive, Birmingham, Alabama, USA	33.5443	33.5416	-86.6214	-86.6241	NULL	NULL
15823	Perry, Florida, USA	30.1359	30.0845	-83.5553	-83.6046	NULL	NULL
15824	Greenville, Texas, USA	33.173	33.0516	-96.048	-96.1697	NULL	NULL
15825	Battle Ground, Clark Co., Washington, USA	45.7991	45.763	-122.511	-122.569	NULL	NULL
15826	Tannersville, Greene Co., New York, USA	42.2034	42.1848	-74.1211	-74.1534	NULL	NULL
15827	Hunter Region Botanic Gardens, Heatherbrae, New South Wales, Australia	-32.8001	-32.8067	151.72	151.713	NULL	NULL
15828	Strumica, Macedonia	41.4561	41.422	22.6641	22.6254	NULL	NULL
15829	New Taipei, Taiwan	25.3011	24.6732	122.007	121.283	NULL	NULL
15830	Huaynhang, Donnoun, Xaythany, Vientiane, Laos	19.4105	17.8127	103.521	101.391	NULL	NULL
15831	Phoudou, Paklay, Xayyaboury, Laos	19.9302	17.4668	101.897	100.412	NULL	NULL
15832	Cudahy Woods State Natural Area, Wisconsin, USA	42.9299	42.9237	-87.9021	-87.9055	NULL	NULL
15833	Bear Valley, Stanislaus National Forest, California, USA	38.4824	38.4369	-120.025	-120.079	NULL	NULL
15834	Alpine Ranger Station, Stanislaus National Forest, California, USA	38.4841	38.4733	-120.019	-120.03	NULL	NULL
15835	Forge Valley Nature Reserve, North Yorkshire, England	54.279	54.2534	-0.474723	-0.496424	80	40
15836	Groundhog Mountain, Blue Ridge Parkway, Laurel Springs, Virginia, USA	36.6738	36.6529	-80.4856	-80.5134	NULL	NULL
15837	Cape Falcon Trail, Oswald West State Park, Tillamook Co., Oregon, USA	45.7819	45.7604	-123.955	-123.983	NULL	NULL
15838	Easton, Connecticut, USA	41.3323	41.2123	-73.236	-73.37	NULL	NULL
15839	Cumberland Knob, Lowgap, North Carolina, USA	36.5515	36.5488	-80.9073	-80.91	NULL	NULL
15840	Bristol, Rhode Island, USA	41.7154	41.6381	-71.2104	-71.329	NULL	NULL
15841	Hillsboro, Texas, USA	32.0448	31.9432	-97.0814	-97.1486	NULL	NULL
15842	Gangothri, Uttarakhand, India	30.9992	30.9911	78.9479	78.9337	NULL	NULL
15843	near Umbagog Lake, New Hampshire, USA	44.8456	44.6902	-70.9796	-71.0996	NULL	NULL
15844	Evans Notch, South Oxford, Maine, USA	44.3067	44.304	-70.9884	-70.9911	NULL	NULL
15845	Parque natural regional el rasgón, Satander, Colombia	7.12024	7.11755	-73.118	-73.1207	NULL	NULL
15846	Taiwan	27.126	21.1885	124.084	117.248	NULL	NULL
15847	Brooks Co., Georgia, USA	31.079	30.6344	-83.3091	-83.7437	NULL	NULL
15848	Pleasants Peak, Cleveland National Forest, Riverside Co., California, USA	33.7997	33.7708	-117.594	-117.622	NULL	NULL
15849	Lock Haven, Pennsylvania, USA	41.1539	41.1237	-77.4136	-77.475	NULL	NULL
15850	Sam Houston National Forest, San Jacinto Co., Texas, USA	30.7723	30.3206	-95.0206	-95.3592	NULL	NULL
15851	ForEver Green Nature Preserve, Pennsylvania, USA	41.0607	41.058	-75.2153	-75.218	NULL	NULL
15852	Webster Co., Missouri, USA	37.4874	37.0671	-92.679	-93.0768	NULL	NULL
15853	Todd Nature Reserve, Butler, Pennsylvania, USA	40.7335	40.7308	-79.6982	-79.7009	NULL	NULL
15854	Merchants Mill Park, North Carolina, USA	36.5521	36.2962	-76.4537	-76.9506	NULL	NULL
15855	continuation of the One-Mile Lake trail, trail along Pemberton Creek, close to Underhill Rd., Pemberton, British Columbia, Canada	50.3141	50.3125	-122.795	-122.796	NULL	NULL
15856	Sugarbowl Provincial Park, British Columbia, Canada	53.9119	53.6703	-121.482	-121.676	NULL	NULL
15857	Sugar Pine Point State Park, El Dorado Co., California, USA	39.0637	39.0452	-120.111	-120.141	NULL	NULL
15858	Chiwaukee Prairie State Natural Area, Wisconsin, USA	42.5602	42.502	-87.8063	-87.8253	NULL	NULL
15859	Georgia	43.5866	41.0549	46.7361	39.9792	NULL	NULL
15860	Kharkiya, Uttarakhand, India	29.6196	29.6062	79.5065	79.4894	NULL	NULL
15861	Belchertown, Hampshire Co., Massachusetts, USA	42.3545	42.3545	-72.4446	-72.4446	NULL	NULL
15862	Muskingham Watershed Conservancy District Property, Ashland, Ohio, USA	40.7506	40.7342	-82.345	-82.3585	370	0
15863	Whistler and Pemberton, British Columbia, Canada	50.4528	49.8367	-122.635	-123.299	NULL	NULL
15864	Karmi, Uttarakhand, India	30.0657	30.0285	79.9229	79.8907	NULL	NULL
15865	Cadwell Memorial Forest, Pelham, Hampshire Co., Massachusetts, USA	42.3874	42.3516	-72.3986	-72.4233	NULL	NULL
15866	Muskingham Watershed Conservancy District Property, Mifflin, Ohio, USA	40.7783	40.7707	-82.359	-82.3689	NULL	NULL
15867	Davis Co., Utah, USA	41.1639	40.7651	-111.791	-112.271	NULL	NULL
15869	Daubenspeck Community Nature Park, Indianapolis, Marion, Indiana, USA	39.9189	39.9162	-86.1841	-86.1868	NULL	NULL
15870	Salto Curet, Maricao, Puerto Rico, USA	18.1652	18.1625	-66.9538	-66.9565	NULL	NULL
15871	Eastport, Maine, USA	45.0578	44.8748	-66.9647	-67.052	NULL	NULL
15872	McConnells Mill State Park, Pennsylvania, USA	40.9536	40.9509	-80.1688	-80.1715	NULL	NULL
15873	Greenwood, Indiana, USA	39.6369	39.5713	-86.0399	-86.1648	NULL	NULL
15874	Badiyakot, Uttarakhand, India	30.1434	30.0987	79.8749	79.8514	NULL	NULL
15875	Punjen Phrae, Wiang Kosai National Park, Thailand	17.9334	17.9307	99.5632	99.5605	NULL	NULL
15876	Wood Dale, Illinois, USA	41.9928	41.9423	-87.9593	-88.0042	NULL	NULL
15877	1329 SW 16 St. Gainesville, Florida, USA	29.6369	29.6362	-82.342	-82.3428	NULL	NULL
15878	875 S CR 21, Hawthorne, Florida, USA	29.5327	29.53	-81.9483	-81.951	NULL	NULL
15880	Lithia Springs, Granby, Massachusetts, USA	42.2999	42.2968	-72.5432	-72.5544	NULL	NULL
15881	Dansville, Livingston Co, New York, USA	42.587	42.544	-77.6679	-77.7192	NULL	NULL
15882	Prince Gallitzin State Park, Cambria Co., Pennsylvania, USA	40.7061	40.641	-78.5068	-78.5889	NULL	NULL
15883	Santa Clara, Utah, USA	37.1577	37.1118	-113.628	-113.674	NULL	NULL
15884	288 Canyon Drive, Columbus, Ohio, USA	40.048	40.0453	-83.0105	-83.0132	NULL	NULL
15886	South River, Ontario, Canada	45.8715	45.8306	-79.3271	-79.4181	NULL	NULL
15888	Quindio, Colombia	4.91583	4.26838	-75.5054	-76.0184	NULL	NULL
15889	St. Andrews, New Brunswick, Canada	45.1013	45.0672	-67.0366	-67.0878	NULL	NULL
15890	Superior National Forest, Minnesota, USA	48.4554	47.0709	-89.8692	-93.1115	NULL	NULL
15891	Montpelier, Mississippi, USA	33.7432	33.6836	-88.9096	-88.9843	NULL	NULL
15892	Prince George, British Columbia, Canada	54.1305	53.7144	-122.457	-123.097	NULL	NULL
15893	Chesterfield Gorge, Chesterfield, Massachusetts, USA	42.3946	42.3919	-72.8789	-72.8816	NULL	NULL
15894	Church St., St. Catharines, Ontario, Canada	43.1649	43.1568	-79.2339	-79.2501	NULL	NULL
15895	Mata Municipal, Bombarral, Portugal	39.2684	39.266	-9.15465	-9.15862	NULL	NULL
15896	New Canaan, Connecticut, USA	41.2089	41.1111	-73.4491	-73.5554	NULL	NULL
15897	Newberry, Massachusetts, USA	42.8118	42.7355	-70.7907	-70.9674	NULL	NULL
15898	Linden, Virginia, USA	38.9143	38.9002	-78.0705	-78.0904	NULL	NULL
15899	Huay Xone, Naxaythong, Vientiane, Laos	18.4352	17.805	103.101	102.039	NULL	NULL
15900	Gowen Park, Sanford, Maine, USA	43.4501	43.4468	-70.7833	-70.7869	NULL	NULL
15902	Colexta, Veracruz, Mexico	19.5625	19.5464	-97.0182	-97.037	NULL	NULL
15903	chimney rock, North Carolina, USA	35.4475	35.4448	-82.243	-82.2457	NULL	NULL
15904	Blyn, Washington, USA	48.0396	47.9996	-122.955	-123.03	NULL	NULL
15905	Norfolk, Connecticut, USA	42.0451	41.9132	-73.1273	-73.263	NULL	NULL
15906	Boscobel Bluffs State Natural Area, Wisconsin, USA	43.1383	43.1294	-90.6687	-90.6883	NULL	NULL
15907	Bakken's Pond State Natural Area, Wisconsin, USA	43.1805	43.1769	-90.142	-90.1517	NULL	NULL
15908	Topeka, Kansas, USA	39.1093	38.9168	-95.6038	-95.8123	NULL	NULL
15909	212 Chickadee Trail, Michigan City, Indiana, USA	41.7577	41.7577	-86.8073	-86.8073	NULL	NULL
15910	Valley Creek old growth reserve, Plumas Co., California, USA	39.6689	39.6277	-121.013	-121.092	NULL	NULL
15911	Sly Creek Reservoir, Butte Co., California, USA	39.6275	39.5738	-121.081	-121.139	NULL	NULL
15912	Homedale, Idaho, USA	43.6264	43.6086	-116.921	-116.951	NULL	NULL
15913	Linville, Avery Co., North Carolina, USA	36.0853	36.0478	-81.8599	-81.8862	NULL	NULL
15914	Snyder Ridge, Glacier National Park, Flathead Co., Montana, USA	48.6164	48.5377	-113.849	-113.966	NULL	NULL
15915	Roxie, Mississippi, USA	31.5166	31.4933	-91.0548	-91.0766	NULL	NULL
15916	Gharghur, Malta	35.9329	35.9124	14.4657	14.4478	NULL	NULL
15917	Missouri Valley, Iowa, USA	41.5757	41.5444	-95.8784	-95.9291	NULL	NULL
15918	Pheasant Branch Conservancy, Middleton Co., Wisconsin, USA	43.1264	43.1088	-89.4788	-89.4916	NULL	NULL
15920	Rosebud, Missouri, USA	38.3916	38.3837	-91.3956	-91.4081	NULL	NULL
15921	Campton, New Hampshire, USA	43.8825	43.7824	-71.5436	-71.7494	NULL	NULL
15922	Middletown, Kentucky, USA	38.2721	38.2343	-85.5008	-85.5593	NULL	NULL
15923	Forrest, Victoria, Australia	-38.474	-38.5502	143.744	143.643	NULL	NULL
15924	Marshall, Texas, USA	32.5738	32.4799	-94.2401	-94.3715	NULL	NULL
15925	Río Encantado, Cueva Ramon, Puerto Rico, USA	18.5022	18.2475	-66.2483	-66.7088	NULL	NULL
15926	Lookout Mountain Trail, Barlow Ranger District, Mount Hood National Forest, Hood River Co., Oregon, USA	45.351	45.3399	-121.528	-121.536	1950.72	1798.32
15927	Harrison Hills Park, Pittsburgh, Pennsylvania, USA	40.6666	40.6406	-79.6928	-79.7079	NULL	NULL
15928	Nunawading, Melbourne, Victoria, Australia	-37.8012	-37.8326	145.189	145.164	NULL	NULL
15929	Fangum Road, Chanthabouly, Vientiane, Laos	19.4105	17.8127	103.521	101.391	NULL	NULL
15930	Princeton, Kentucky, USA	37.1725	37.0322	-87.7878	-87.9601	NULL	NULL
15931	Hilton Anatole Dallas, Dallas, Texas, USA	32.8017	32.799	-96.829	-96.8317	NULL	NULL
15933	Three Ponds Trail, Warren, New Hampshire, USA	43.8932	43.8836	-71.7964	-71.8077	NULL	NULL
15934	Hulburt Creek Woods State Natural Area, Wisconsin, USA	43.635	43.6305	-89.8293	-89.8369	NULL	NULL
15935	Pescadero State Beach, Pescadero, California, USA	37.276	37.2509	-122.392	-122.417	NULL	NULL
15936	Villa del Carbón, Mexico, Mexico	19.7494	19.7141	-99.4468	-99.4856	NULL	NULL
15937	Cahuacán, Mexico, Mexico	19.6236	19.6209	-99.4167	-99.4194	NULL	NULL
15938	Barkhemstad Peoples state forest, Connecticut, USA	41.9504	41.9356	-72.9894	-73.0089	NULL	NULL
15939	Hawthorne, Florida, USA	29.6257	29.5708	-82.0556	-82.1099	NULL	NULL
15940	Marshall, North Carolina, USA	35.8189	35.7845	-82.6497	-82.7224	NULL	NULL
15942	Langdon Park, Plymouth State University, Plymouth, New Hampshire, USA	43.7688	43.7631	-71.6861	-71.702	NULL	NULL
15943	Albany Co., New York, USA	42.8226	42.4071	-73.6768	-74.2649	NULL	NULL
15944	Mount Stephen Trilobite bed, Burgess Shale, Field, British Columbia, Canada	51.4033	51.389	-116.446	-116.464	NULL	NULL
15945	Osaka, Japan	34.7688	34.5861	135.599	135.373	NULL	NULL
15946	Burnet Park, Syracuse, New York, USA	43.0424	43.0397	-76.1829	-76.1856	NULL	NULL
15947	Shuman's Point, Lake Wallenpaupack, Pennsylvania, USA	41.4762	41.4186	-75.1627	-75.2441	NULL	NULL
15948	Eskra Farm, Lake Wallenpaupack, Pennsylvania, USA	42.3909	40.3909	-74.2723	-76.2723	NULL	NULL
15950	Buffam Falls Conservation Area, Pelham, Massachusetts, USA	43.3833	41.3833	-71.4558	-73.4558	NULL	NULL
15951	Loyalsock State Forest, Sullivan Co., Pennsylvania, USA	41.4999	41.386	-76.3934	-76.7216	NULL	NULL
15952	Volcan de San Martin, Veracruz, Mexico	18.588	18.4941	-95.1441	-95.2354	NULL	NULL
15953	Southeast Ohio, Ohio, USA	40.5816	38.4034	-80.5182	-82.9746	NULL	NULL
15955	Imiloa Astronomy Center, Hilo, Hawaii, USA	19.7032	19.7001	-155.087	-155.091	NULL	NULL
15956	near Lincoln City, Lincoln Co., Oregon, USA	45.0231	44.9132	-123.978	-124.026	NULL	NULL
15957	Ogden, Utah, USA	41.2859	41.1595	-111.92	-112.025	NULL	NULL
15958	Brinegar cabin, Traphill, North Carolina, USA	36.42	36.4173	-81.1444	-81.1471	NULL	NULL
15959	700 foothills road, Galax, Virginia, USA	36.5864	36.5864	-80.8542	-80.8542	NULL	NULL
15960	700 foothills road, North Carolina, USA	36.099	36.099	-80.1208	-80.1208	NULL	NULL
15961	100 brooks ave, raleigh, North Carolina, USA	35.7897	35.7887	-78.6728	-78.6735	NULL	NULL
15962	Mount Echo Park, Cincinnati, Ohio, USA	39.096	39.0933	-84.5669	-84.5696	NULL	NULL
15963	Pousada Piuval, Poconé, Mato Grosso, Brazil	-16.3771	-16.3798	-56.6205	-56.6232	NULL	NULL
15964	State Game Lands No. 168, Carbon Co., Pennsylvania, USA	40.8576	40.7683	-75.3197	-75.5985	NULL	NULL
15965	Bennington Co., Vermont, USA	43.3147	42.7393	-72.8194	-73.2909	NULL	NULL
15966	South Hills Open Space, San Luis Obispo, California, USA	35.2624	35.2597	-120.66	-120.663	NULL	NULL
15967	Flamenco Beach, Culebra, Puerto Rico, USA	18.3293	18.3262	-65.3139	-65.3187	NULL	NULL
15968	Elyria, Lorain Co., Ohio, USA	41.4185	41.333	-82.0431	-82.1795	NULL	NULL
15969	San Antonia, Texas, USA	29.7387	29.2241	-98.223	-98.8058	NULL	NULL
15970	Currant Creek, Utah, USA	40.3985	40.3503	-111.126	-111.183	NULL	NULL
15971	Woods behind Community Reformed Church, De Motte, Indiana, USA	41.1545	41.1501	-87.3059	-87.3142	NULL	NULL
15972	Viscri, Romania	46.0509	46.045	25.0909	25.0795	NULL	NULL
15973	Palmetto State Park, Gonzalez, Texas, USA	29.5989	29.5801	-97.5736	-97.5945	NULL	NULL
15974	Capital Area Greenbelt, Harrisburg, Pennsylvania, USA	40.3242	40.2431	-76.8407	-76.9151	NULL	NULL
15975	Town of Tompkins, Delaware Co., New York, USA	42.2333	42.0006	-75.1159	-75.354	NULL	NULL
15976	Pioneer, Ohio, USA	41.692	41.6655	-84.5373	-84.5728	NULL	NULL
15977	Poison Lake, Fremont Co., Wyoming, USA	42.6766	42.6731	-109.079	-109.087	NULL	NULL
15978	Hunters Creek County Park, East Aurora, New York, USA	42.7638	42.7356	-78.5304	-78.5623	NULL	NULL
15979	Massabesic Experimental Forest, Alfred, Maine, USA	43.4514	43.4487	-70.669	-70.6717	NULL	NULL
15980	Paonia, Colorado, USA	38.8787	38.8631	-107.577	-107.605	NULL	NULL
15981	Instituto de Biosciencias, Universidade de São Paulo, São Paulo, Brazil	-23.564	-23.5667	-46.7292	-46.7319	NULL	NULL
15982	Oliverian Brook Trail, White Mountain National Forest, New Hampshire, USA	43.9951	43.978	-71.3489	-71.3531	NULL	NULL
15983	Callaway co., Kentucky, USA	36.7507	36.4971	-88.0325	-88.4893	NULL	NULL
15984	Tahoe City, California, USA	39.1768	39.0935	-120.121	-120.231	NULL	NULL
15985	Mount Britton, El Yunque National Forest, Puerto Rico, USA	18.3043	18.2979	-65.7921	-65.7949	NULL	NULL
15986	USDA, ARS, Western Regional Research Center, Albany, California, USA	37.888	37.8853	-122.303	-122.306	NULL	NULL
15987	Elgin, Pennsylvania, USA	41.9184	41.8975	-79.7347	-79.7617	NULL	NULL
15988	Colorado Springs, Colorado, USA	39.0353	38.716	-104.599	-104.918	NULL	NULL
15989	Strafford, New Hampshire, USA	43.4003	43.2482	-71.0863	-71.2788	NULL	NULL
15990	Sycamore Canyon, Patagonia Mountains, Santa Cruz Co., Arizona, USA	31.389	31.389	-110.74	-110.74	NULL	NULL
15991	Sycamore Canyon, Pajarito Mountains, Santa Cruz Co., Arizona, USA	31.3667	31.364	-110.773	-110.775	NULL	NULL
15992	Montosa Canyon, Santa Cruz Co., Arizona, USA	31.6912	31.6885	-111.043	-111.046	NULL	NULL
15993	California Gulch, Santa Cruz Co., Arizona, USA	31.4534	31.4092	-111.239	-111.252	NULL	NULL
15994	Dauphin Island, Alabama, USA	30.3129	30.1983	-88.0268	-88.3921	NULL	NULL
15995	Honey Grove, Texas, USA	33.6055	33.5719	-95.8566	-95.9418	NULL	NULL
15997	Rattlesnake Mountain Trail, Rumney, New Hampshire, USA	43.812	43.8043	-71.8361	-71.8542	NULL	NULL
15998	Bat Cave, North Carolina, USA	35.4544	35.4517	-82.2828	-82.2855	NULL	NULL
15999	Cotulla, Texas, USA	28.5722	28.3212	-99.1018	-99.3805	NULL	NULL
16000	western Iran, Iran	39.7821	26.7064	53.4896	44.0327	NULL	NULL
16001	Auburn, Alabama, USA	32.7307	32.5251	-85.4045	-85.5726	NULL	NULL
16002	Ashby, Massachusetts, USA	42.7114	42.6337	-71.7725	-71.8987	NULL	NULL
16003	Oak Hill, New York, USA	42.4225	42.4038	-74.1301	-74.1906	NULL	NULL
16004	San Sebastián Río Hondo, Oaxaca, Mexico	16.1907	16.1787	-96.4569	-96.472	NULL	NULL
16005	29659 County Highway 54, Detroit Lakes, Becker Co., Minnesota, USA	46.7896	46.7869	-95.7821	-95.7848	NULL	NULL
16006	Huakhua Market, Xaysetha, Vientiane, Laos	14.8122	14.809	106.935	106.93	NULL	NULL
16007	Auburn, Fond du Lac Co., Wisconsin, USA	43.6305	43.5428	-88.16	-88.2811	NULL	NULL
16008	Garur, Uttarakhand, India	29.8988	29.8934	79.613	79.6049	NULL	NULL
16009	Ban Xaysavang, Donnoun, Xaythany, Vientiane, Laos	18.0829	18.0222	102.693	102.619	NULL	NULL
16010	Remic Rapids Lookout, Ottawa, Ontario, Canada	45.4124	45.4028	-75.735	-75.7544	NULL	NULL
16011	Tie Hack Reservoir, Big Horn National Forest, Wyoming, USA	44.2877	44.284	-106.926	-106.933	NULL	NULL
16012	Sycamore Township, Cincinnati, Ohio, USA	39.2718	39.2367	-84.3468	-84.368	NULL	NULL
16013	Kausani, Uttarakhand, India	29.8488	29.8372	79.6103	79.5985	NULL	NULL
16014	Petrified Forest of the Black Hills, Piedmont, South Dakota, USA	44.2306	44.2279	-103.351	-103.354	NULL	NULL
16016	Gargoyle Park, Olean, New York, USA	42.069	42.0663	-78.4678	-78.4705	NULL	NULL
16017	Upper Twin Lake, Hood River Ranger District, Mount Hood National Forest, Wasco Co., Oregon, USA	45.2483	45.2445	-121.675	-121.679	1365.5	1353.31
